Date,LQQ3_Close,TQQQ_Close,MACD,MACD_Signal,MACD_Histogram,SMA_200,MACD_Bullish,SMA_Bullish,AND_Signal,OR_Signal,Signal_State,MACD_Change,SMA_Change,OR_Change,AND_Change,LQQ3_Forward_Return_1d,LQQ3_Forward_Return_5d,LQQ3_Forward_Return_20d
2013-02-08,339.1960144042969,1.166474461555481,0.011505908267789522,0.01055090891111534,0.0009549993566741813,,1.0,0.0,0.0,1.0,MACD_Only,1.0,0.0,1.0,0.0,-0.0009552150178478991,-0.011760202073366255,0.037058150075012675
2013-02-11,338.87200927734375,1.1660751104354858,0.013287617518954242,0.011098323396549052,0.0021892941224051898,,1.0,0.0,0.0,1.0,MACD_Only,0.0,0.0,0.0,0.0,-0.012990178994210955,0.009820825676291722,0.025750083887495112
2013-02-12,334.4700012207031,1.152483582496643,0.013488269376289663,0.011576363426432442,0.0019119059498572209,,1.0,0.0,0.0,1.0,MACD_Only,0.0,0.0,0.0,0.0,0.01212062541007386,-0.024127746269518746,0.036959964919429655
2013-02-13,338.52398681640625,1.1658748388290405,0.014520041489892499,0.012165149127472444,0.002354892362420055,,1.0,0.0,0.0,1.0,MACD_Only,0.0,0.0,0.0,0.0,-0.0025492316876404297,-0.0658948174637245,0.033941526153018486
2013-02-14,337.6610107421875,1.1634762287139893,0.0149765622089717,0.012727470013348698,0.0022490921956230016,,1.0,0.0,0.0,1.0,MACD_Only,0.0,0.0,0.0,0.0,-0.007267673588880252,-0.03691281900742516,0.027776371876987227
2013-02-15,335.2070007324219,1.1534831523895264,0.01439021895414272,0.013060037908225968,0.001330181045916751,,1.0,0.0,0.0,1.0,MACD_Only,0.0,0.0,0.0,0.0,0.020861770366757737,-0.06866803294919188,0.027356270625905843
2013-02-19,342.20001220703125,1.1786679029464722,0.0157171253937316,0.013591478552831791,0.00212564684089981,,1.0,0.0,0.0,1.0,MACD_Only,0.0,0.0,0.0,0.0,-0.04617188120083371,-0.07552600905539086,0.0008679049085855706
2013-02-20,326.3999938964844,1.1249005794525146,0.01240234601992185,0.013353643758916775,-0.0009512977389949245,,0.0,0.0,0.0,0.0,Both_Bearish,-1.0,0.0,-1.0,0.0,-0.031197866387420836,-0.0004472919622550142,0.07029720512646698
2013-02-21,316.2170104980469,1.0883235931396484,0.0068193160614848924,0.01204674178832059,-0.005227425726835698,,0.0,0.0,0.0,0.0,Both_Bearish,0.0,0.0,0.0,0.0,0.0283981575014145,0.02865438713875834,0.06804185257791628
2013-02-22,325.1969909667969,1.1203030347824097,0.004861186931896411,0.010609598767675438,-0.005748411835779028,,0.0,0.0,0.0,0.0,Both_Bearish,0.0,0.0,0.0,0.0,-0.040000356604765974,0.010230709207112776,0.06762671551526345
2013-02-25,312.1889953613281,1.0785298347473145,1.081672529368305e-05,0.008489804540806346,-0.008478987815512663,,0.0,0.0,0.0,0.0,Both_Bearish,0.0,0.0,0.0,0.0,0.013344530675010624,0.06566212526548632,0.09836987181285584
2013-02-26,316.3550109863281,1.09152090549469,-0.002772364592191323,0.006237338565938157,-0.009009703158129479,,0.0,0.0,0.0,0.0,Both_Bearish,0.0,0.0,0.0,0.0,0.03129075397144265,0.09696381194446912,0.1040223431244316
2013-02-27,326.2539978027344,1.1247011423110962,-0.002322201302037419,0.0045254110455862145,-0.006847612347623633,,0.0,0.0,0.0,0.0,Both_Bearish,0.0,0.0,0.0,0.0,-0.002991481093224002,0.05643152533358231,0.07470256132180797
2013-02-28,325.27801513671875,1.1205036640167236,-0.002272230293508537,0.0031658703591988945,-0.005438100652707431,,0.0,0.0,0.0,0.0,Both_Bearish,0.0,0.0,0.0,0.0,0.00997906876160437,0.06743151844829254,0.08787864572729731
2013-03-01,328.52398681640625,1.1320960521697998,-0.001296909342036745,0.0022733078965442633,-0.0035702172385810083,,0.0,0.0,0.0,0.0,Both_Bearish,0.0,0.0,0.0,0.0,0.012674878036137871,0.062059396897782504,0.07888928585163457
2013-03-04,332.68798828125,1.1466867923736572,0.0006288701420378295,0.0019444184229529603,-0.0013155482809151307,,0.0,0.0,0.0,0.0,Both_Bearish,0.0,0.0,0.0,0.0,0.04310949298813371,0.05734503078469788,0.03632539315618377
2013-03-05,347.0299987792969,1.1970551013946533,0.006094019288701347,0.0027743424774958037,0.003319676811205543,,1.0,0.0,0.0,1.0,MACD_Only,1.0,0.0,1.0,0.0,-0.0068149446523183554,0.0016367264099947931,-0.006103251828543987
2013-03-06,344.6650085449219,1.1894606351852417,0.009707173862537832,0.004160913942283961,0.005546259920253871,,1.0,0.0,0.0,1.0,MACD_Only,0.0,0.0,0.0,0.0,0.007389775599980997,0.006287241622375372,-0.0242380389628708
2013-03-07,347.2120056152344,1.1998538970947266,0.013246189143962583,0.005977974421363986,0.0072682147225985975,,1.0,0.0,0.0,1.0,MACD_Only,0.0,0.0,0.0,0.0,0.004896091327374785,0.008070003075383525,-0.016468375187640993
2013-03-08,348.9119873046875,1.2012529373168945,0.01597768306756797,0.007977920939525283,0.007999762128042688,,1.0,0.0,0.0,1.0,MACD_Only,0.0,0.0,0.0,0.0,0.00817972442935222,-0.005365189010060889,-0.001788396336686926
2013-03-11,351.7659912109375,1.2136454582214355,0.018913843456305646,0.010165109632702505,0.00874873382360314,,1.0,0.0,0.0,1.0,MACD_Only,0.0,0.0,0.0,0.0,-0.011848784054507289,-0.021005376401922904,0.04784149244170122
2013-03-12,347.5979919433594,1.1988542079925537,0.019828989244127904,0.012097888516962606,0.007731100727165298,,1.0,0.0,0.0,1.0,MACD_Only,0.0,0.0,0.0,0.0,-0.002203669838985456,-0.014674948602254378,0.060184505988582604
2013-03-13,346.8320007324219,1.1950570344924927,0.02001928274781206,0.013682169305455093,0.006337113442356969,,1.0,0.0,0.0,1.0,MACD_Only,0.0,0.0,0.0,0.0,0.009174490327356954,0.007245584268390504,0.05957347436526783
2013-03-14,350.0140075683594,1.2072490453720093,0.020904858030106555,0.01512670846718527,0.005778149562921284,,1.0,0.0,0.0,1.0,MACD_Only,0.0,0.0,0.0,0.0,-0.008496800011229988,-0.03508718392356469,-0.015316508241726812
2013-03-15,347.0400085449219,1.1958562135696411,0.020457894567374124,0.016192946523833632,0.004264948043540492,,1.0,0.0,0.0,1.0,MACD_Only,0.0,0.0,0.0,0.0,-0.007673450666195847,0.00042930732116719383,0.03665565199972187
2013-03-18,344.37701416015625,1.1876617670059204,0.019225073048043884,0.016799372209335254,0.0024257008387086297,,1.0,0.0,0.0,1.0,MACD_Only,0.0,0.0,0.0,0.0,-0.005459147403891973,-0.0042918873298049,-0.017698629612569294
2013-03-19,342.49700927734375,1.1828649044036865,0.017659696115526202,0.016971437076978936,0.0006882590385472662,,1.0,0.0,0.0,1.0,MACD_Only,0.0,0.0,0.0,0.0,0.019994311651971408,0.01975489136449249,-0.05500197719991784
2013-03-20,349.3450012207031,1.2054500579833984,0.018023165868040536,0.017181782919694442,0.0008413829483460943,,1.0,0.0,0.0,1.0,MACD_Only,0.0,0.0,0.0,0.0,-0.03323934640868875,0.0036668790304679177,-0.034544628152381684
2013-03-21,337.7330017089844,1.1668745279312134,0.015041575012102903,0.01675374120060883,-0.0017121661885059272,,0.0,0.0,0.0,0.0,Both_Bearish,-1.0,0.0,-1.0,0.0,0.02799842954196019,0.047759634981455745,0.03036423692952872
2013-03-22,347.1889953613281,1.1990545988082886,0.01508851988585147,0.016420696852028297,-0.001332176966176827,,0.0,0.0,0.0,0.0,Both_Bearish,0.0,0.0,0.0,0.0,-0.012356407035474026,0.02088779960496412,0.029306857205993797
2013-03-25,342.89898681640625,1.1868617534637451,0.013985038798519644,0.015933565141129383,-0.0019485263426097382,,0.0,0.0,0.0,0.0,Both_Bearish,0.0,0.0,0.0,0.0,0.018559441458141146,0.0054652346887900105,0.04074380163818203
2013-03-26,349.26300048828125,1.2050508260726929,0.014405866830115244,0.01562802542864986,-0.0012221585985346152,,0.0,0.0,0.0,0.0,Both_Bearish,0.0,0.0,0.0,0.0,0.003902522139165532,-0.012457698575316867,0.037441686726986
2013-03-27,350.6260070800781,1.2114462852478027,0.015079455344545245,0.015518311397386141,-0.0004388560528408962,,0.0,0.0,0.0,0.0,Both_Bearish,0.0,0.0,0.0,0.0,0.009232057652185155,-0.040826984172160685,0.02472149553241354
2013-03-28,353.8630065917969,1.2184425592422485,0.015991296534432875,0.015612908434757718,0.00037838809967515735,,1.0,0.0,0.0,1.0,MACD_Only,1.0,0.0,1.0,0.0,0.0016334087455325275,-0.0349542572246212,0.04347161279623113
2013-04-02,354.4410095214844,1.221840500831604,0.015574802800319087,0.01545094218954753,0.00012386061077155827,,1.0,0.0,0.0,1.0,MACD_Only,1.0,0.0,1.0,0.0,-0.027276751300958302,-0.017359772067644386,0.06408681763026558
2013-04-03,344.77301025390625,1.1894606351852417,0.013547595130664059,0.015070272757245177,-0.0015226776265811186,,0.0,0.0,0.0,0.0,Both_Bearish,-1.0,0.0,-1.0,0.0,0.00040309724557285875,0.06909470944159257,0.07783954746890509
2013-04-04,344.9119873046875,1.1900604963302612,0.01185265217973841,0.014426748613984823,-0.002574096434246413,,0.0,0.0,0.0,0.0,Both_Bearish,0.0,0.0,0.0,0.0,-0.02493674613407304,0.06844070062880481,0.11984798191057999
2013-04-05,336.3110046386719,1.160878300666809,0.008067471088288869,0.01315489306495551,-0.005087421976666642,,0.0,0.0,0.0,0.0,Both_Bearish,0.0,0.0,0.0,0.0,0.015411281007607913,0.09272067511421489,0.18880443518511703
2013-04-08,341.4939880371094,1.1786679029464722,0.006425847158128883,0.01180908384643645,-0.005383236688307567,,0.0,0.0,0.0,0.0,Both_Bearish,0.0,0.0,0.0,0.0,0.019894951553050433,0.0092506082398911,0.18053614475327473
2013-04-09,348.2879943847656,1.2018520832061768,0.006911974474318017,0.010829661950381654,-0.003917687476063638,,0.0,0.0,0.0,0.0,Both_Bearish,0.0,0.0,0.0,0.0,0.05830521626738494,0.0329411065794154,0.17553574740983757
2013-04-10,368.5950012207031,1.2722094058990479,0.0128155403489556,0.011226837637113931,0.0015887027118416698,,1.0,0.0,0.0,1.0,MACD_Only,1.0,0.0,1.0,0.0,-0.00020889010798952334,-0.0822392820870067,0.10468946287257763
2013-04-11,368.51800537109375,1.2700105905532837,0.017119556679578762,0.01240538146226535,0.004714175217313413,,1.0,0.0,0.0,1.0,MACD_Only,0.0,0.0,0.0,0.0,-0.0027787443735706185,-0.12172813304980834,0.12713084685329878
2013-04-12,367.4939880371094,1.2686115503311157,0.020185010378923618,0.013961307263191131,0.006223703115732487,,1.0,0.0,0.0,1.0,MACD_Only,0.0,0.0,0.0,0.0,-0.06215332398331408,-0.08222441989287033,0.13142529054247687
2013-04-15,344.65301513671875,1.1914591789245605,0.016211595389501676,0.014411364892524578,0.0018002304969770982,,1.0,0.0,0.0,1.0,MACD_Only,0.0,0.0,0.0,0.0,0.04383530834747851,0.009676373943095173,0.22493635770379483
2013-04-16,359.760986328125,1.2412282228469849,0.016878225094250743,0.014904736936440345,0.0019734881578103974,,1.0,0.0,0.0,1.0,MACD_Only,0.0,0.0,0.0,0.0,-0.05970345369545349,-0.0066626809113309315,0.18133987883937164
2013-04-17,338.2820129394531,1.1686731576919556,0.011428003310962387,0.014209390207318972,-0.0027813868963565847,,0.0,0.0,0.0,0.0,Both_Bearish,-1.0,0.0,-1.0,0.0,-0.04322729497308253,0.05494818366550658,0.2521564390957909
2013-04-18,323.65899658203125,1.118105173110962,0.0029987865473306563,0.011967269464936515,-0.00896848291760586,,0.0,0.0,0.0,0.0,Both_Bearish,0.0,0.0,0.0,0.0,0.0420751828882282,0.11951158523120387,0.3474706614148788
2013-04-19,337.2770080566406,1.164475917816162,5.5460538261442593e-05,0.009584907670774025,-0.009529447132512582,,0.0,0.0,0.0,0.0,Both_Bearish,0.0,0.0,0.0,0.0,0.03175727452301613,0.0652786812177788,0.2826637934333964
2013-04-22,347.9880065917969,1.200253963470459,0.000599889943652343,0.007787904120022873,-0.00718801417637053,,0.0,0.0,0.0,0.0,Both_Bearish,0.0,0.0,0.0,0.0,0.026943477655758885,0.06108829960454698,0.25017524095466825
2013-04-23,357.364013671875,1.235632300376892,0.0038390189952393072,0.006998127093193265,-0.003159108097953958,,0.0,0.0,0.0,0.0,Both_Bearish,0.0,0.0,0.0,0.0,-0.0013823959206510361,0.0553832826762255,0.1843330341045648
2013-04-24,356.8699951171875,1.2326340675354004,0.006094054685513273,0.006817312611314236,-0.0007232579258009634,,0.0,0.0,0.0,0.0,Both_Bearish,0.0,0.0,0.0,0.0,0.015327714001024173,0.04130352911719215,0.17679552341576588
2013-04-25,362.3399963378906,1.2526211738586426,0.009384410770429286,0.007330732243916468,0.0020536785265128175,,1.0,0.0,0.0,1.0,MACD_Only,1.0,0.0,1.0,0.0,-0.008406441521829455,0.06598497771064604,0.15846720463647546
2013-04-26,359.29400634765625,1.2420274019241333,0.01101091358273898,0.008066768512574643,0.0029441450701643366,,1.0,0.0,0.0,1.0,MACD_Only,0.0,0.0,0.0,0.0,0.027698752758986256,0.112760042896896,0.1925386376990874
2013-04-29,369.2460021972656,1.2750071287155151,0.014788689379384934,0.009411152687242547,0.005377536692142387,,1.0,0.0,0.0,1.0,MACD_Only,0.0,0.0,0.0,0.0,0.02142204279813309,0.09180869581459583,0.14067859100737867
2013-04-30,377.156005859375,1.3029899597167969,0.019810661802610596,0.011491054511932379,0.008319607290678217,,1.0,0.0,0.0,1.0,MACD_Only,0.0,0.0,0.0,0.0,-0.014704844737061906,0.08555871160016859,0.13576339418357097
2013-05-01,371.6099853515625,1.2863998413085938,0.022196831209584378,0.013632209852793837,0.008564621356790541,,1.0,0.0,0.0,1.0,MACD_Only,0.0,0.0,0.0,0.0,0.039393472041689304,0.09572678336616591,0.11811578563899094
2013-05-02,386.2489929199219,1.3329713344573975,0.027526314923825623,0.01641103086838217,0.011115284055443455,,1.0,0.0,0.0,1.0,MACD_Only,0.0,0.0,0.0,0.0,0.035104353007089584,0.07538924136618919,0.08571934010434235
2013-05-03,399.8080139160156,1.3795424699783325,0.03510119037738946,0.020149062771670834,0.014952127605718624,,1.0,0.0,0.0,1.0,MACD_Only,0.0,0.0,0.0,0.0,0.008348962655950087,0.03997913427228594,0.030854805571124855
2013-05-07,403.14599609375,1.3939335346221924,0.04675143191113951,0.028974351796159776,0.01777708011497973,,1.0,0.0,0.0,1.0,MACD_Only,0.0,0.0,0.0,0.0,0.015574982165415419,0.047208736100227355,-0.015403827683393434
2013-05-08,409.42498779296875,1.4157201051712036,0.05163602201256157,0.033506685840363384,0.018129336172198182,,1.0,0.0,0.0,1.0,MACD_Only,0.0,0.0,0.0,0.0,-0.0054759087593519995,0.038041186228005675,-0.017527007600902755
2013-05-09,407.1830139160156,1.410723090171814,0.05447601197495677,0.03770055106796551,0.016775460906991266,,1.0,0.0,0.0,1.0,MACD_Only,0.0,0.0,0.0,0.0,0.020101520149074625,0.04027424095787224,0.028598906672648416
2013-05-10,415.3680114746094,1.4347083568572998,0.05799288104278255,0.04175901706345802,0.016233863979324532,,1.0,0.0,0.0,1.0,MACD_Only,0.0,0.0,0.0,0.0,0.0010207351100182116,0.049962900727430704,0.007771414112300201
2013-05-13,415.7919921875,1.4403045177459717,0.06053359493635724,0.04551393263842949,0.015019662297927748,,1.0,0.0,0.0,1.0,MACD_Only,0.0,0.0,0.0,0.0,0.015358681662207996,0.04045535921892274,-0.02426451073464375
2013-05-14,422.1780090332031,1.4614909887313843,0.06352386268578547,0.04911591864820122,0.014407944037584247,,1.0,0.0,0.0,1.0,MACD_Only,0.0,0.0,0.0,0.0,0.0066843627721380194,0.030479988729160024,-0.07110272143221208
2013-05-15,425.0,1.472284197807312,0.06600345309139133,0.052493425537064695,0.013510027554326634,,1.0,0.0,0.0,1.0,MACD_Only,0.0,0.0,0.0,0.0,-0.0033364688648896967,-0.004145866842830914,-0.042515294692095584
2013-05-16,423.5820007324219,1.4668874740600586,0.06676354336027623,0.0553474491018594,0.011416094258416831,,1.0,0.0,0.0,1.0,MACD_Only,0.0,0.0,0.0,0.0,0.02960230001077102,-0.008543771998932304,-0.05783297976539514
2013-05-17,436.1210021972656,1.508261799812317,0.0698978881241683,0.0582575369064455,0.011640351217722805,,1.0,0.0,0.0,1.0,MACD_Only,0.0,0.0,0.0,0.0,-0.008043629148320686,-0.03751710976835254,-0.05947205382926779
2013-05-20,432.6130065917969,1.5014665126800537,0.07101502677655414,0.06080903488055442,0.010205991895999716,,1.0,0.0,0.0,1.0,MACD_Only,0.0,0.0,0.0,0.0,0.005623925682690434,-0.009572115644740586,-0.028129081100741415
2013-05-21,435.0459899902344,1.5070626735687256,0.07152728267251329,0.06295268443900481,0.00857459823350848,,1.0,0.0,0.0,1.0,MACD_Only,0.0,0.0,0.0,0.0,-0.02714191986622505,-0.0318471628001008,-0.0690248672327558
2013-05-22,423.2380065917969,1.4702857732772827,0.06818027391384929,0.06399820233399657,0.004182071579852717,,1.0,0.0,0.0,1.0,MACD_Only,0.0,0.0,0.0,0.0,-0.007737948495828317,0.012101887543161105,-0.11020514378350676
2013-05-23,419.9630126953125,1.4542956352233887,0.06350563809213816,0.06389968948562316,-0.00039405139348500096,,0.0,0.0,0.0,0.0,Both_Bearish,-1.0,0.0,-1.0,0.0,-0.00048578089878981157,-0.010620035188413257,-0.11484587120389655
2013-05-24,419.7590026855469,1.4534963369369507,0.05905570040365715,0.0629308916692164,-0.0038751912655592413,,0.0,0.0,0.0,0.0,Both_Bearish,0.0,0.0,0.0,0.0,0.02075710615374593,-0.0009553123911505423,-0.1420267439485795
2013-05-28,428.47198486328125,1.4834777116775513,0.05728757795685513,0.0618022289267315,-0.004514650969876369,,0.0,0.0,0.0,0.0,Both_Bearish,0.0,0.0,0.0,0.0,-0.016992885413780634,-0.038107444567978876,-0.1433231933801371
2013-05-29,421.1910095214844,1.4610919952392578,0.05346393576380093,0.060134570294130454,-0.006670634530329525,,0.0,0.0,0.0,0.0,Both_Bearish,0.0,0.0,0.0,0.0,0.01702072377618613,-0.05758671086158429,-0.1033687647659649
2013-05-30,428.3599853515625,1.4848765134811401,0.05175600905593325,0.058458858046479004,-0.006702848990545754,,0.0,0.0,0.0,0.0,Both_Bearish,0.0,0.0,0.0,0.0,-0.030014462294731592,-0.06095572258041537,-0.10635208207174152
2013-05-31,415.50299072265625,1.4425034523010254,0.046448297380275116,0.056056745913224466,-0.00960844853294935,,0.0,0.0,0.0,0.0,Both_Bearish,0.0,0.0,0.0,0.0,0.009277937999010222,0.008002378517777409,-0.07612938831168281
